regime,tokenizer,model,mode,domain,split,embedding_dim,fit_strategy,num_seeds,num_problems,solved_rate_mean,solved_rate_std,exec_rate_mean,exec_rate_std,avg_plan_len_mean,avg_plan_len_std
domain_dependent,graphbpe,lstm,state,logistics,test-extrapolation,102,domain_specific,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
domain_dependent,graphbpe,lstm,state,visitall-from-everywhere,validation,104,domain_specific,3,24,0.5416666666666666,0.0,1.0,0.0,101.58333333333333,0.0
domain_dependent,graphbpe,lstm,state,visitall-from-everywhere,test-interpolation,104,domain_specific,3,37,0.7567567567567568,0.0,1.0,0.0,21.0,0.0
domain_dependent,graphbpe,lstm,state,visitall-from-everywhere,test-extrapolation,104,domain_specific,3,219,0.0958904109589041,0.0,1.0,0.0,460.56164383561645,0.0
domain_dependent,graphbpe,lstm,delta,blocks,validation,84,domain_specific,3,3,0.0,0.0,1.0,0.0,100.0,0.0
domain_dependent,graphbpe,lstm,delta,blocks,test-interpolation,84,domain_specific,3,3,0.1111111111111111,0.15713484026367722,1.0,0.0,64.66666666666666,24.60954346650156
domain_dependent,graphbpe,lstm,delta,blocks,test-extrapolation,84,domain_specific,3,20,0.0,0.0,1.0,0.0,118.33333333333333,5.239168721170266
domain_dependent,graphbpe,lstm,delta,gripper,validation,58,domain_specific,3,2,1.0,0.0,1.0,0.0,39.0,0.0
domain_dependent,graphbpe,lstm,delta,gripper,test-interpolation,58,domain_specific,3,3,1.0,0.0,1.0,0.0,21.0,0.0
domain_dependent,graphbpe,lstm,delta,gripper,test-extrapolation,58,domain_specific,3,16,1.0,0.0,1.0,0.0,109.0,0.0
domain_dependent,graphbpe,lstm,delta,logistics,validation,102,domain_specific,3,4,0.0,0.0,1.0,0.0,150.0,0.0
domain_dependent,graphbpe,lstm,delta,logistics,test-interpolation,102,domain_specific,3,9,0.1111111111111111,0.0,1.0,0.0,124.66666666666667,0.0
domain_dependent,graphbpe,lstm,delta,logistics,test-extrapolation,102,domain_specific,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
domain_dependent,graphbpe,lstm,delta,visitall-from-everywhere,validation,104,domain_specific,3,24,0.5416666666666666,0.0,1.0,0.0,101.58333333333333,0.0
domain_dependent,graphbpe,lstm,delta,visitall-from-everywhere,test-interpolation,104,domain_specific,3,37,0.7567567567567568,0.0,1.0,0.0,21.0,0.0
domain_dependent,graphbpe,lstm,delta,visitall-from-everywhere,test-extrapolation,104,domain_specific,3,219,0.0958904109589041,0.0,1.0,0.0,460.56164383561645,0.0
domain_dependent,graphbpe,xgboost,state,blocks,validation,84,domain_specific,3,3,0.0,0.0,1.0,0.0,100.0,0.0
domain_dependent,graphbpe,xgboost,state,blocks,test-interpolation,84,domain_specific,3,3,0.0,0.0,1.0,0.0,99.33333333333333,0.9428090415820634
domain_dependent,graphbpe,xgboost,state,blocks,test-extrapolation,84,domain_specific,3,20,0.0,0.0,1.0,0.0,125.0,0.0
domain_dependent,graphbpe,xgboost,state,gripper,validation,58,domain_specific,3,2,1.0,0.0,1.0,0.0,37.0,0.0
domain_dependent,graphbpe,xgboost,state,gripper,test-interpolation,58,domain_specific,3,3,1.0,0.0,1.0,0.0,19.0,0.0
domain_dependent,graphbpe,xgboost,state,gripper,test-extrapolation,58,domain_specific,3,16,1.0,0.0,1.0,0.0,107.0,0.0
domain_dependent,graphbpe,xgboost,state,logistics,validation,102,domain_specific,3,4,0.0,0.0,1.0,0.0,150.0,0.0
domain_dependent,graphbpe,xgboost,state,logistics,test-interpolation,102,domain_specific,3,9,0.2222222222222222,0.0,1.0,0.0,117.11111111111111,0.0
domain_dependent,graphbpe,xgboost,state,logistics,test-extrapolation,102,domain_specific,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
domain_dependent,graphbpe,xgboost,state,visitall-from-everywhere,validation,104,domain_specific,3,24,0.5416666666666666,0.0,1.0,0.0,101.58333333333333,0.0
domain_dependent,graphbpe,xgboost,state,visitall-from-everywhere,test-interpolation,104,domain_specific,3,37,0.7567567567567568,0.0,1.0,0.0,21.0,0.0
domain_dependent,graphbpe,xgboost,state,visitall-from-everywhere,test-extrapolation,104,domain_specific,3,219,0.0958904109589041,0.0,1.0,0.0,460.56164383561645,0.0
domain_dependent,graphbpe,xgboost,delta,blocks,validation,84,domain_specific,3,3,0.0,0.0,1.0,0.0,100.0,0.0
domain_dependent,graphbpe,xgboost,delta,blocks,test-interpolation,84,domain_specific,3,3,0.0,0.0,1.0,0.0,69.77777777777777,7.350149070462771
domain_dependent,graphbpe,xgboost,delta,blocks,test-extrapolation,84,domain_specific,3,20,0.0,0.0,1.0,0.0,123.4,1.8547236990991431
domain_dependent,graphbpe,xgboost,delta,gripper,validation,58,domain_specific,3,2,1.0,0.0,1.0,0.0,37.0,0.0
domain_dependent,graphbpe,xgboost,delta,gripper,test-interpolation,58,domain_specific,3,3,1.0,0.0,1.0,0.0,19.0,0.0
domain_dependent,graphbpe,xgboost,delta,gripper,test-extrapolation,58,domain_specific,3,16,1.0,0.0,1.0,0.0,107.0,0.0
domain_dependent,graphbpe,xgboost,delta,logistics,validation,102,domain_specific,3,4,0.0,0.0,1.0,0.0,150.0,0.0
domain_dependent,graphbpe,xgboost,delta,logistics,test-interpolation,102,domain_specific,3,9,0.2222222222222222,0.0,1.0,0.0,117.11111111111111,0.0
domain_dependent,graphbpe,xgboost,delta,logistics,test-extrapolation,102,domain_specific,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
domain_dependent,graphbpe,xgboost,delta,visitall-from-everywhere,validation,104,domain_specific,3,24,0.5416666666666666,0.0,1.0,0.0,101.58333333333333,0.0
domain_dependent,graphbpe,xgboost,delta,visitall-from-everywhere,test-interpolation,104,domain_specific,3,37,0.7567567567567568,0.0,1.0,0.0,21.0,0.0
domain_dependent,graphbpe,xgboost,delta,visitall-from-everywhere,test-extrapolation,104,domain_specific,3,219,0.0958904109589041,0.0,1.0,0.0,460.56164383561645,0.0
domain_dependent,random,lstm,state,blocks,validation,128,domain_specific,3,3,0.0,0.0,1.0,0.0,100.0,0.0
domain_dependent,random,lstm,state,blocks,test-interpolation,128,domain_specific,3,3,0.0,0.0,1.0,0.0,31.333333333333332,4.320493798938576
domain_dependent,random,lstm,state,blocks,test-extrapolation,128,domain_specific,3,20,0.0,0.0,1.0,0.0,124.23333333333333,1.0842303978193715
domain_dependent,random,lstm,state,gripper,validation,128,domain_specific,3,2,1.0,0.0,1.0,0.0,31.0,2.8284271247461903
domain_dependent,random,lstm,state,gripper,test-interpolation,128,domain_specific,3,3,1.0,0.0,1.0,0.0,17.666666666666668,0.9428090415820634
domain_dependent,random,lstm,state,gripper,test-extrapolation,128,domain_specific,3,16,0.20833333333333334,0.02946278254943948,1.0,0.0,260.9791666666667,32.467986369482304
domain_dependent,random,lstm,state,logistics,validation,128,domain_specific,3,4,0.0,0.0,1.0,0.0,150.0,0.0
domain_dependent,random,lstm,state,logistics,test-interpolation,128,domain_specific,3,9,0.2962962962962963,0.10475656017578482,1.0,0.0,108.4074074074074,1.5026268722296843
domain_dependent,random,lstm,state,logistics,test-extrapolation,128,domain_specific,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
domain_dependent,random,lstm,state,visitall-from-everywhere,validation,128,domain_specific,3,24,0.5138888888888888,0.0392837100659193,1.0,0.0,107.58333333333333,4.73168985552613
domain_dependent,random,lstm,state,visitall-from-everywhere,test-interpolation,128,domain_specific,3,37,0.7837837837837838,0.07644397634449163,1.0,0.0,24.46846846846847,0.9770518440603129
domain_dependent,random,lstm,state,visitall-from-everywhere,test-extrapolation,128,domain_specific,3,219,0.0487062404870624,0.005695064515637658,1.0,0.0,400.50380517503805,31.430926177244068
domain_dependent,random,lstm,delta,blocks,validation,128,domain_specific,3,3,0.0,0.0,1.0,0.0,71.77777777777777,10.07135039433303
domain_dependent,random,lstm,delta,blocks,test-interpolation,128,domain_specific,3,3,0.0,0.0,1.0,0.0,26.666666666666668,1.0886621079036352
domain_dependent,random,lstm,delta,blocks,test-extrapolation,128,domain_specific,3,20,0.0,0.0,1.0,0.0,90.23333333333333,3.7169282419163787
domain_dependent,random,lstm,delta,gripper,validation,128,domain_specific,3,2,0.6666666666666666,0.4714045207910317,1.0,0.0,44.333333333333336,17.745108872274887
domain_dependent,random,lstm,delta,gripper,test-interpolation,128,domain_specific,3,3,0.5555555555555556,0.15713484026367722,1.0,0.0,25.88888888888889,0.3142696805273533
domain_dependent,random,lstm,delta,gripper,test-extrapolation,128,domain_specific,3,16,0.5208333333333334,0.15590239111558088,1.0,0.0,79.70833333333333,17.660671152466307
domain_dependent,random,lstm,delta,logistics,validation,128,domain_specific,3,4,0.0,0.0,1.0,0.0,150.0,0.0
domain_dependent,random,lstm,delta,logistics,test-interpolation,128,domain_specific,3,9,0.037037037037037035,0.05237828008789241,1.0,0.0,134.07407407407408,3.059537248601982
domain_dependent,random,lstm,delta,logistics,test-extrapolation,128,domain_specific,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
domain_dependent,random,lstm,delta,visitall-from-everywhere,validation,128,domain_specific,3,24,0.4166666666666667,0.03402069087198858,1.0,0.0,106.0,0.35843021946010944
domain_dependent,random,lstm,delta,visitall-from-everywhere,test-interpolation,128,domain_specific,3,37,0.6936936936936937,0.025481325448163877,1.0,0.0,25.063063063063062,0.7339992991736457
domain_dependent,random,lstm,delta,visitall-from-everywhere,test-extrapolation,128,domain_specific,3,219,0.4916286149162861,0.3212036582020391,1.0,0.0,269.19634703196346,67.98952755220847
domain_dependent,random,xgboost,state,blocks,validation,128,domain_specific,3,3,0.0,0.0,1.0,0.0,27.333333333333332,0.0
domain_dependent,random,xgboost,state,blocks,test-interpolation,128,domain_specific,3,3,0.0,0.0,1.0,0.0,20.666666666666668,0.0
domain_dependent,random,xgboost,state,blocks,test-extrapolation,128,domain_specific,3,20,0.0,0.0,1.0,0.0,125.0,0.0
domain_dependent,random,xgboost,state,gripper,validation,128,domain_specific,3,2,1.0,0.0,1.0,0.0,37.0,0.0
domain_dependent,random,xgboost,state,gripper,test-interpolation,128,domain_specific,3,3,1.0,0.0,1.0,0.0,19.0,0.0
domain_dependent,random,xgboost,state,gripper,test-extrapolation,128,domain_specific,3,16,1.0,0.0,1.0,0.0,107.0,0.0
domain_dependent,random,xgboost,state,logistics,validation,128,domain_specific,3,4,0.0,0.0,1.0,0.0,150.0,0.0
domain_dependent,random,xgboost,state,logistics,test-interpolation,128,domain_specific,3,9,0.1111111111111111,0.0,1.0,0.0,125.66666666666667,0.0
domain_dependent,random,xgboost,state,logistics,test-extrapolation,128,domain_specific,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
domain_dependent,random,xgboost,state,visitall-from-everywhere,validation,128,domain_specific,3,24,0.3333333333333333,0.0,1.0,0.0,114.33333333333333,0.0
domain_dependent,random,xgboost,state,visitall-from-everywhere,test-interpolation,128,domain_specific,3,37,0.7027027027027027,0.0,1.0,0.0,23.45945945945946,0.0
domain_dependent,random,xgboost,state,visitall-from-everywhere,test-extrapolation,128,domain_specific,3,219,0.0091324200913242,0.0,1.0,0.0,389.6986301369863,0.0
domain_dependent,random,xgboost,delta,blocks,validation,128,domain_specific,3,3,0.0,0.0,1.0,0.0,99.33333333333333,0.0
domain_dependent,random,xgboost,delta,blocks,test-interpolation,128,domain_specific,3,3,0.0,0.0,1.0,0.0,21.333333333333332,0.0
domain_dependent,random,xgboost,delta,blocks,test-extrapolation,128,domain_specific,3,20,0.0,0.0,1.0,0.0,125.0,0.0
domain_dependent,random,xgboost,delta,gripper,validation,128,domain_specific,3,2,0.5,0.0,1.0,0.0,87.5,0.0
domain_dependent,random,xgboost,delta,gripper,test-interpolation,128,domain_specific,3,3,1.0,0.0,1.0,0.0,19.0,0.0
domain_dependent,random,xgboost,delta,gripper,test-extrapolation,128,domain_specific,3,16,0.0,0.0,1.0,0.0,310.0,0.0
domain_dependent,random,xgboost,delta,logistics,validation,128,domain_specific,3,4,0.0,0.0,1.0,0.0,150.0,0.0
domain_dependent,random,xgboost,delta,logistics,test-interpolation,128,domain_specific,3,9,0.0,0.0,1.0,0.0,135.55555555555554,0.0
domain_dependent,random,xgboost,delta,logistics,test-extrapolation,128,domain_specific,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
domain_dependent,random,xgboost,delta,visitall-from-everywhere,validation,128,domain_specific,3,24,1.0,0.0,1.0,0.0,23.125,0.0
domain_dependent,random,xgboost,delta,visitall-from-everywhere,test-interpolation,128,domain_specific,3,37,1.0,0.0,1.0,0.0,10.0,0.0
domain_dependent,random,xgboost,delta,visitall-from-everywhere,test-extrapolation,128,domain_specific,3,219,1.0,0.0,1.0,0.0,69.68949771689498,0.0
all_domains,wl,lstm,state,blocks,validation,1164,union,3,3,0.1111111111111111,0.15713484026367722,1.0,0.0,95.33333333333333,6.599663291074443
all_domains,wl,lstm,state,blocks,test-interpolation,1164,union,3,3,1.0,0.0,1.0,0.0,16.88888888888889,4.565030796483141
all_domains,wl,lstm,state,blocks,test-extrapolation,1164,union,3,20,0.15,0.0816496580927726,1.0,0.0,120.83333333333333,3.2055507413790143
all_domains,wl,lstm,state,gripper,validation,1164,union,3,2,0.3333333333333333,0.4714045207910317,1.0,0.0,101.66666666666667,47.14045207910317
all_domains,wl,lstm,state,gripper,test-interpolation,1164,union,3,3,0.7777777777777778,0.3142696805273545,1.0,0.0,37.22222222222222,25.86193160173539
all_domains,wl,lstm,state,gripper,test-extrapolation,1164,union,3,16,0.041666666666666664,0.05892556509887896,1.0,0.0,305.0833333333333,6.953216681667717
all_domains,wl,lstm,state,logistics,validation,1164,union,3,4,0.08333333333333333,0.11785113019775792,1.0,0.0,145.66666666666666,6.128258770283412
all_domains,wl,lstm,state,logistics,test-interpolation,1164,union,3,9,0.6666666666666666,0.2721655269759087,1.0,0.0,78.07407407407408,20.06498359155802
all_domains,wl,lstm,state,logistics,test-extrapolation,1164,union,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,wl,lstm,state,visitall-from-everywhere,validation,1164,union,3,24,1.0,0.0,1.0,0.0,19.13888888888889,0.2160604053625573
all_domains,wl,lstm,state,visitall-from-everywhere,test-interpolation,1164,union,3,37,1.0,0.0,1.0,0.0,9.135135135135135,0.0
all_domains,wl,lstm,state,visitall-from-everywhere,test-extrapolation,1164,union,3,219,0.8660578386605784,0.17666506092598974,1.0,0.0,151.11872146118722,123.19343706826113
all_domains,wl,lstm,delta,blocks,validation,1164,union,3,3,0.3333333333333333,0.0,1.0,0.0,88.88888888888889,2.6851213274654624
all_domains,wl,lstm,delta,blocks,test-interpolation,1164,union,3,3,0.8888888888888888,0.15713484026367724,1.0,0.0,27.555555555555557,17.361799986332986
all_domains,wl,lstm,delta,blocks,test-extrapolation,1164,union,3,20,0.06666666666666667,0.047140452079103175,1.0,0.0,103.83333333333333,1.1585431464655165
all_domains,wl,lstm,delta,gripper,validation,1164,union,3,2,0.6666666666666666,0.4714045207910317,1.0,0.0,98.33333333333333,38.58612300930075
all_domains,wl,lstm,delta,gripper,test-interpolation,1164,union,3,3,0.7777777777777778,0.3142696805273545,1.0,0.0,52.111111111111114,26.158113723666062
all_domains,wl,lstm,delta,gripper,test-extrapolation,1164,union,3,16,0.2708333333333333,0.38301617314271325,1.0,0.0,266.3541666666667,60.31584259591799
all_domains,wl,lstm,delta,logistics,validation,1164,union,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,wl,lstm,delta,logistics,test-interpolation,1164,union,3,9,0.18518518518518517,0.10475656017578482,1.0,0.0,122.51851851851852,7.04852862872132
all_domains,wl,lstm,delta,logistics,test-extrapolation,1164,union,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,wl,lstm,delta,visitall-from-everywhere,validation,1164,union,3,24,1.0,0.0,1.0,0.0,19.36111111111111,0.6294593996458147
all_domains,wl,lstm,delta,visitall-from-everywhere,test-interpolation,1164,union,3,37,1.0,0.0,1.0,0.0,8.747747747747747,0.33199145536375274
all_domains,wl,lstm,delta,visitall-from-everywhere,test-extrapolation,1164,union,3,219,0.969558599695586,0.011390129031275316,1.0,0.0,76.58904109589041,2.1520110826027032
all_domains,wl,xgboost,state,blocks,validation,1164,union,3,3,1.0,0.0,1.0,0.0,25.333333333333332,0.0
all_domains,wl,xgboost,state,blocks,test-interpolation,1164,union,3,3,1.0,0.0,1.0,0.0,12.666666666666666,0.0
all_domains,wl,xgboost,state,blocks,test-extrapolation,1164,union,3,20,0.3,0.0,1.0,0.0,108.5,0.0
all_domains,wl,xgboost,state,gripper,validation,1164,union,3,2,0.0,0.0,1.0,0.0,135.0,0.0
all_domains,wl,xgboost,state,gripper,test-interpolation,1164,union,3,3,0.3333333333333333,0.0,1.0,0.0,88.33333333333333,0.0
all_domains,wl,xgboost,state,gripper,test-extrapolation,1164,union,3,16,0.0,0.0,1.0,0.0,310.0,0.0
all_domains,wl,xgboost,state,logistics,validation,1164,union,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,wl,xgboost,state,logistics,test-interpolation,1164,union,3,9,0.2222222222222222,0.0,1.0,0.0,111.77777777777777,0.0
all_domains,wl,xgboost,state,logistics,test-extrapolation,1164,union,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,wl,xgboost,state,visitall-from-everywhere,validation,1164,union,3,24,1.0,0.0,1.0,0.0,19.125,0.0
all_domains,wl,xgboost,state,visitall-from-everywhere,test-interpolation,1164,union,3,37,1.0,0.0,1.0,0.0,8.756756756756756,0.0
all_domains,wl,xgboost,state,visitall-from-everywhere,test-extrapolation,1164,union,3,219,0.2146118721461187,0.0,1.0,0.0,391.70319634703196,0.0
all_domains,wl,xgboost,delta,blocks,validation,1164,union,3,3,0.6666666666666666,0.0,1.0,0.0,44.666666666666664,0.0
all_domains,wl,xgboost,delta,blocks,test-interpolation,1164,union,3,3,1.0,0.0,1.0,0.0,12.666666666666666,0.0
all_domains,wl,xgboost,delta,blocks,test-extrapolation,1164,union,3,20,0.6,0.0,1.0,0.0,77.1,0.0
all_domains,wl,xgboost,delta,gripper,validation,1164,union,3,2,0.0,0.0,1.0,0.0,135.0,0.0
all_domains,wl,xgboost,delta,gripper,test-interpolation,1164,union,3,3,0.3333333333333333,0.0,1.0,0.0,90.33333333333333,0.0
all_domains,wl,xgboost,delta,gripper,test-extrapolation,1164,union,3,16,0.0,0.0,1.0,0.0,292.9375,0.0
all_domains,wl,xgboost,delta,logistics,validation,1164,union,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,wl,xgboost,delta,logistics,test-interpolation,1164,union,3,9,0.2222222222222222,0.0,1.0,0.0,122.88888888888889,0.0
all_domains,wl,xgboost,delta,logistics,test-extrapolation,1164,union,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,wl,xgboost,delta,visitall-from-everywhere,validation,1164,union,3,24,1.0,0.0,1.0,0.0,18.833333333333332,0.0
all_domains,wl,xgboost,delta,visitall-from-everywhere,test-interpolation,1164,union,3,37,1.0,0.0,1.0,0.0,8.675675675675675,0.0
all_domains,wl,xgboost,delta,visitall-from-everywhere,test-extrapolation,1164,union,3,219,1.0,0.0,1.0,0.0,61.37442922374429,0.0
all_domains,simhash,lstm,state,blocks,validation,128,pooled,3,3,0.0,0.0,1.0,0.0,100.0,0.0
all_domains,simhash,lstm,state,blocks,test-interpolation,128,pooled,3,3,0.0,0.0,1.0,0.0,73.55555555555556,4.629481479111034
all_domains,simhash,lstm,state,blocks,test-extrapolation,128,pooled,3,20,0.0,0.0,1.0,0.0,125.0,0.0
all_domains,simhash,lstm,state,gripper,validation,128,pooled,3,2,0.3333333333333333,0.23570226039551584,1.0,0.0,104.0,22.056745000112777
all_domains,simhash,lstm,state,gripper,test-interpolation,128,pooled,3,3,0.5555555555555556,0.15713484026367722,1.0,0.0,52.666666666666664,4.714045207910317
all_domains,simhash,lstm,state,gripper,test-extrapolation,128,pooled,3,16,0.7916666666666666,0.05892556509887896,1.0,0.0,136.89583333333334,7.395158419909309
all_domains,simhash,lstm,state,logistics,validation,128,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,simhash,lstm,state,logistics,test-interpolation,128,pooled,3,9,0.14814814814814814,0.10475656017578482,1.0,0.0,132.74074074074073,2.179842810305509
all_domains,simhash,lstm,state,logistics,test-extrapolation,128,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,simhash,lstm,state,visitall-from-everywhere,validation,128,pooled,3,24,0.8333333333333334,0.0,1.0,0.0,57.208333333333336,0.0
all_domains,simhash,lstm,state,visitall-from-everywhere,test-interpolation,128,pooled,3,37,0.972972972972973,0.0,1.0,0.0,14.252252252252251,0.09187422547014083
all_domains,simhash,lstm,state,visitall-from-everywhere,test-extrapolation,128,pooled,3,219,0.3866057838660578,0.027481689627500437,1.0,0.0,397.3181126331811,3.1452456375663944
all_domains,simhash,lstm,delta,blocks,validation,128,pooled,3,3,0.0,0.0,1.0,0.0,100.0,0.0
all_domains,simhash,lstm,delta,blocks,test-interpolation,128,pooled,3,3,0.0,0.0,1.0,0.0,100.0,0.0
all_domains,simhash,lstm,delta,blocks,test-extrapolation,128,pooled,3,20,0.0,0.0,1.0,0.0,120.5,0.0
all_domains,simhash,lstm,delta,gripper,validation,128,pooled,3,2,0.5,0.0,1.0,0.0,32.5,0.0
all_domains,simhash,lstm,delta,gripper,test-interpolation,128,pooled,3,3,0.3333333333333333,0.0,1.0,0.0,32.111111111111114,12.885056901621533
all_domains,simhash,lstm,delta,gripper,test-extrapolation,128,pooled,3,16,0.25,0.0,1.0,0.0,238.58333333333334,0.9428090415820634
all_domains,simhash,lstm,delta,logistics,validation,128,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,simhash,lstm,delta,logistics,test-interpolation,128,pooled,3,9,0.07407407407407407,0.05237828008789241,1.0,0.0,132.7037037037037,2.8055402762082404
all_domains,simhash,lstm,delta,logistics,test-extrapolation,128,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,simhash,lstm,delta,visitall-from-everywhere,validation,128,pooled,3,24,0.4027777777777778,0.019641855032959663,1.0,0.0,106.43055555555556,0.37628381067067057
