Regime,Domain,Tokenizer,Model,Mode,Embedding Dim,Fit Strategy,Num Seeds,Val Solved Mean,Val Solved Std,Val Exec Mean,Val Exec Std,Val Avg Plan Len Mean,Val Avg Plan Len Std,Interp Solved Mean,Interp Solved Std,Interp Exec Mean,Interp Exec Std,Interp Avg Plan Len Mean,Interp Avg Plan Len Std,Extrap Solved Mean,Extrap Solved Std,Extrap Exec Mean,Extrap Exec Std,Extrap Avg Plan Len Mean,Extrap Avg Plan Len Std
domain_dependent,visitall-from-everywhere,random,xgboost,state,128,domain_specific,3,33.33%,0.00%,100.00%,0.00%,114.33,0.00,70.27%,0.00%,100.00%,0.00%,23.46,0.00,0.91%,0.00%,100.00%,0.00%,389.70,0.00
domain_dependent,blocks,random,xgboost,delta,128,domain_specific,3,0.00%,0.00%,100.00%,0.00%,99.33,0.00,0.00%,0.00%,100.00%,0.00%,21.33,0.00,0.00%,0.00%,100.00%,0.00%,125.00,0.00
domain_dependent,gripper,random,xgboost,delta,128,domain_specific,3,50.00%,0.00%,100.00%,0.00%,87.50,0.00,100.00%,0.00%,100.00%,0.00%,19.00,0.00,0.00%,0.00%,100.00%,0.00%,310.00,0.00
domain_dependent,logistics,random,xgboost,delta,128,domain_specific,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,0.00%,0.00%,100.00%,0.00%,135.56,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
domain_dependent,visitall-from-everywhere,random,xgboost,delta,128,domain_specific,3,100.00%,0.00%,100.00%,0.00%,23.12,0.00,100.00%,0.00%,100.00%,0.00%,10.00,0.00,100.00%,0.00%,100.00%,0.00%,69.69,0.00
all_domains,blocks,wl,lstm,state,1164,union,3,11.11%,15.71%,100.00%,0.00%,95.33,6.60,100.00%,0.00%,100.00%,0.00%,16.89,4.57,15.00%,8.16%,100.00%,0.00%,120.83,3.21
all_domains,gripper,wl,lstm,state,1164,union,3,33.33%,47.14%,100.00%,0.00%,101.67,47.14,77.78%,31.43%,100.00%,0.00%,37.22,25.86,4.17%,5.89%,100.00%,0.00%,305.08,6.95
all_domains,logistics,wl,lstm,state,1164,union,3,8.33%,11.79%,100.00%,0.00%,145.67,6.13,66.67%,27.22%,100.00%,0.00%,78.07,20.06,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,wl,lstm,state,1164,union,3,100.00%,0.00%,100.00%,0.00%,19.14,0.22,100.00%,0.00%,100.00%,0.00%,9.14,0.00,86.61%,17.67%,100.00%,0.00%,151.12,123.19
all_domains,blocks,wl,lstm,delta,1164,union,3,33.33%,0.00%,100.00%,0.00%,88.89,2.69,88.89%,15.71%,100.00%,0.00%,27.56,17.36,6.67%,4.71%,100.00%,0.00%,103.83,1.16
all_domains,gripper,wl,lstm,delta,1164,union,3,66.67%,47.14%,100.00%,0.00%,98.33,38.59,77.78%,31.43%,100.00%,0.00%,52.11,26.16,27.08%,38.30%,100.00%,0.00%,266.35,60.32
all_domains,logistics,wl,lstm,delta,1164,union,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,18.52%,10.48%,100.00%,0.00%,122.52,7.05,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,wl,lstm,delta,1164,union,3,100.00%,0.00%,100.00%,0.00%,19.36,0.63,100.00%,0.00%,100.00%,0.00%,8.75,0.33,96.96%,1.14%,100.00%,0.00%,76.59,2.15
all_domains,blocks,wl,xgboost,state,1164,union,3,100.00%,0.00%,100.00%,0.00%,25.33,0.00,100.00%,0.00%,100.00%,0.00%,12.67,0.00,30.00%,0.00%,100.00%,0.00%,108.50,0.00
all_domains,gripper,wl,xgboost,state,1164,union,3,0.00%,0.00%,100.00%,0.00%,135.00,0.00,33.33%,0.00%,100.00%,0.00%,88.33,0.00,0.00%,0.00%,100.00%,0.00%,310.00,0.00
all_domains,logistics,wl,xgboost,state,1164,union,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,22.22%,0.00%,100.00%,0.00%,111.78,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,wl,xgboost,state,1164,union,3,100.00%,0.00%,100.00%,0.00%,19.12,0.00,100.00%,0.00%,100.00%,0.00%,8.76,0.00,21.46%,0.00%,100.00%,0.00%,391.70,0.00
all_domains,blocks,wl,xgboost,delta,1164,union,3,66.67%,0.00%,100.00%,0.00%,44.67,0.00,100.00%,0.00%,100.00%,0.00%,12.67,0.00,60.00%,0.00%,100.00%,0.00%,77.10,0.00
all_domains,gripper,wl,xgboost,delta,1164,union,3,0.00%,0.00%,100.00%,0.00%,135.00,0.00,33.33%,0.00%,100.00%,0.00%,90.33,0.00,0.00%,0.00%,100.00%,0.00%,292.94,0.00
all_domains,logistics,wl,xgboost,delta,1164,union,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,22.22%,0.00%,100.00%,0.00%,122.89,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,wl,xgboost,delta,1164,union,3,100.00%,0.00%,100.00%,0.00%,18.83,0.00,100.00%,0.00%,100.00%,0.00%,8.68,0.00,100.00%,0.00%,100.00%,0.00%,61.37,0.00
all_domains,blocks,simhash,lstm,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,73.56,4.63,0.00%,0.00%,100.00%,0.00%,125.00,0.00
all_domains,gripper,simhash,lstm,state,128,pooled,3,33.33%,23.57%,100.00%,0.00%,104.00,22.06,55.56%,15.71%,100.00%,0.00%,52.67,4.71,79.17%,5.89%,100.00%,0.00%,136.90,7.40
all_domains,logistics,simhash,lstm,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,14.81%,10.48%,100.00%,0.00%,132.74,2.18,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,simhash,lstm,state,128,pooled,3,83.33%,0.00%,100.00%,0.00%,57.21,0.00,97.30%,0.00%,100.00%,0.00%,14.25,0.09,38.66%,2.75%,100.00%,0.00%,397.32,3.15
all_domains,blocks,simhash,lstm,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,120.50,0.00
all_domains,gripper,simhash,lstm,delta,128,pooled,3,50.00%,0.00%,100.00%,0.00%,32.50,0.00,33.33%,0.00%,100.00%,0.00%,32.11,12.89,25.00%,0.00%,100.00%,0.00%,238.58,0.94
all_domains,logistics,simhash,lstm,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,7.41%,5.24%,100.00%,0.00%,132.70,2.81,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,simhash,lstm,delta,128,pooled,3,40.28%,1.96%,100.00%,0.00%,106.43,0.38,70.27%,2.21%,100.00%,0.00%,26.40,0.67,7.00%,0.78%,100.00%,0.00%,414.58,2.49
all_domains,blocks,simhash,xgboost,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,86.00,0.00,0.00%,0.00%,100.00%,0.00%,125.00,0.00
all_domains,gripper,simhash,xgboost,state,128,pooled,3,50.00%,0.00%,100.00%,0.00%,84.50,0.00,66.67%,0.00%,100.00%,0.00%,45.33,0.00,18.75%,0.00%,100.00%,0.00%,271.56,0.00
all_domains,logistics,simhash,xgboost,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,0.00%,0.00%,100.00%,0.00%,109.44,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,simhash,xgboost,state,128,pooled,3,66.67%,0.00%,100.00%,0.00%,57.21,0.00,81.08%,0.00%,100.00%,0.00%,17.46,0.00,27.85%,0.00%,100.00%,0.00%,409.42,0.00
all_domains,blocks,simhash,xgboost,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,38.67,0.00,0.00%,0.00%,100.00%,0.00%,123.00,0.00
all_domains,gripper,simhash,xgboost,delta,128,pooled,3,50.00%,0.00%,100.00%,0.00%,52.00,0.00,33.33%,0.00%,100.00%,0.00%,73.67,0.00,37.50%,0.00%,100.00%,0.00%,246.69,0.00
all_domains,logistics,simhash,xgboost,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,0.00%,0.00%,100.00%,0.00%,136.67,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,simhash,xgboost,delta,128,pooled,3,45.83%,0.00%,100.00%,0.00%,102.83,0.00,70.27%,0.00%,100.00%,0.00%,25.70,0.00,6.39%,0.00%,100.00%,0.00%,439.26,0.00
all_domains,blocks,shortest_path,lstm,state,55,pooled,3,0.00%,0.00%,100.00%,0.00%,30.67,17.80,0.00%,0.00%,100.00%,0.00%,11.33,0.54,0.00%,0.00%,100.00%,0.00%,108.27,8.89
all_domains,gripper,shortest_path,lstm,state,55,pooled,3,0.00%,0.00%,100.00%,0.00%,135.00,0.00,88.89%,15.71%,100.00%,0.00%,29.56,13.04,0.00%,0.00%,100.00%,0.00%,310.00,0.00
all_domains,logistics,shortest_path,lstm,state,55,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,22.22%,0.00%,100.00%,0.00%,116.67,6.44,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,shortest_path,lstm,state,55,pooled,3,100.00%,0.00%,100.00%,0.00%,19.29,0.00,100.00%,0.00%,100.00%,0.00%,9.14,0.00,100.00%,0.00%,100.00%,0.00%,61.68,0.00
all_domains,blocks,shortest_path,lstm,delta,55,pooled,3,0.00%,0.00%,100.00%,0.00%,15.78,0.31,0.00%,0.00%,100.00%,0.00%,11.33,0.54,0.00%,0.00%,100.00%,0.00%,57.40,26.56
all_domains,gripper,shortest_path,lstm,delta,55,pooled,3,50.00%,40.82%,100.00%,0.00%,40.00,8.60,66.67%,27.22%,100.00%,0.00%,24.78,7.19,2.08%,2.95%,100.00%,0.00%,190.98,74.27
all_domains,logistics,shortest_path,lstm,delta,55,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,25.93%,5.24%,100.00%,0.00%,105.93,4.52,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,shortest_path,lstm,delta,55,pooled,3,95.83%,5.89%,100.00%,0.00%,23.61,3.64,100.00%,0.00%,100.00%,0.00%,9.01,0.47,99.24%,1.08%,100.00%,0.00%,92.69,32.79
all_domains,blocks,shortest_path,xgboost,state,55,pooled,3,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,29.33,0.00,0.00%,0.00%,100.00%,0.00%,50.60,0.00
all_domains,gripper,shortest_path,xgboost,state,55,pooled,3,100.00%,0.00%,100.00%,0.00%,37.00,0.00,66.67%,0.00%,100.00%,0.00%,46.67,0.00,62.50%,0.00%,100.00%,0.00%,166.25,0.00
all_domains,logistics,shortest_path,xgboost,state,55,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,22.22%,0.00%,100.00%,0.00%,111.56,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,shortest_path,xgboost,state,55,pooled,3,100.00%,0.00%,100.00%,0.00%,18.83,0.00,100.00%,0.00%,100.00%,0.00%,8.97,0.00,96.80%,0.00%,100.00%,0.00%,72.19,0.00
all_domains,blocks,shortest_path,xgboost,delta,55,pooled,3,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,28.67,0.00,0.00%,0.00%,100.00%,0.00%,106.40,0.00
all_domains,gripper,shortest_path,xgboost,delta,55,pooled,3,50.00%,0.00%,100.00%,0.00%,124.50,0.00,100.00%,0.00%,100.00%,0.00%,19.00,0.00,0.00%,0.00%,100.00%,0.00%,214.75,0.00
all_domains,logistics,shortest_path,xgboost,delta,55,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,0.00%,0.00%,100.00%,0.00%,133.67,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,shortest_path,xgboost,delta,55,pooled,3,100.00%,0.00%,100.00%,0.00%,18.83,0.00,100.00%,0.00%,100.00%,0.00%,8.51,0.00,100.00%,0.00%,100.00%,0.00%,61.21,0.00
all_domains,blocks,graphbpe,lstm,state,123,pooled,3,0.00%,0.00%,100.00%,0.00%,91.33,11.79,77.78%,15.71%,100.00%,0.00%,36.89,12.77,0.00%,0.00%,100.00%,0.00%,116.30,8.26
all_domains,gripper,graphbpe,lstm,state,123,pooled,3,100.00%,0.00%,100.00%,0.00%,39.00,0.00,100.00%,0.00%,100.00%,0.00%,21.00,0.00,100.00%,0.00%,100.00%,0.00%,109.00,0.00
all_domains,logistics,graphbpe,lstm,state,123,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,11.11%,0.00%,100.00%,0.00%,124.67,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,graphbpe,lstm,state,123,pooled,3,54.17%,0.00%,100.00%,0.00%,101.58,0.00,75.68%,0.00%,100.00%,0.00%,21.00,0.00,9.59%,0.00%,100.00%,0.00%,460.56,0.00
all_domains,blocks,graphbpe,lstm,delta,123,pooled,3,0.00%,0.00%,100.00%,0.00%,80.67,13.74,55.56%,41.57%,100.00%,0.00%,26.44,14.61,0.00%,0.00%,100.00%,0.00%,112.63,16.58
all_domains,gripper,graphbpe,lstm,delta,123,pooled,3,100.00%,0.00%,100.00%,0.00%,41.00,2.83,100.00%,0.00%,100.00%,0.00%,21.00,0.00,85.42%,7.80%,100.00%,0.00%,182.98,40.61
all_domains,logistics,graphbpe,lstm,delta,123,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,11.11%,0.00%,100.00%,0.00%,124.67,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,graphbpe,lstm,delta,123,pooled,3,54.17%,0.00%,100.00%,0.00%,101.58,0.00,75.68%,0.00%,100.00%,0.00%,21.00,0.00,9.59%,0.00%,100.00%,0.00%,460.56,0.00
all_domains,blocks,graphbpe,xgboost,state,123,pooled,3,0.00%,0.00%,100.00%,0.00%,67.78,6.89,77.78%,15.71%,100.00%,0.00%,19.33,5.66,0.00%,0.00%,100.00%,0.00%,108.87,0.83
all_domains,gripper,graphbpe,xgboost,state,123,pooled,3,100.00%,0.00%,100.00%,0.00%,37.00,0.00,100.00%,0.00%,100.00%,0.00%,19.00,0.00,100.00%,0.00%,100.00%,0.00%,107.00,0.00
all_domains,logistics,graphbpe,xgboost,state,123,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,22.22%,0.00%,100.00%,0.00%,117.11,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,graphbpe,xgboost,state,123,pooled,3,54.17%,0.00%,100.00%,0.00%,101.58,0.00,75.68%,0.00%,100.00%,0.00%,21.00,0.00,9.59%,0.00%,100.00%,0.00%,460.56,0.00
all_domains,blocks,graphbpe,xgboost,delta,123,pooled,3,0.00%,0.00%,100.00%,0.00%,84.22,6.72,100.00%,0.00%,100.00%,0.00%,17.11,0.63,0.00%,0.00%,100.00%,0.00%,103.60,1.81
all_domains,gripper,graphbpe,xgboost,delta,123,pooled,3,100.00%,0.00%,100.00%,0.00%,37.00,0.00,100.00%,0.00%,100.00%,0.00%,19.00,0.00,100.00%,0.00%,100.00%,0.00%,107.00,0.00
all_domains,logistics,graphbpe,xgboost,delta,123,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,22.22%,0.00%,100.00%,0.00%,117.11,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,graphbpe,xgboost,delta,123,pooled,3,54.17%,0.00%,100.00%,0.00%,101.58,0.00,75.68%,0.00%,100.00%,0.00%,21.00,0.00,9.59%,0.00%,100.00%,0.00%,460.56,0.00
all_domains,blocks,random,lstm,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,79.78,11.34,0.00%,0.00%,100.00%,0.00%,71.56,14.77,0.00%,0.00%,100.00%,0.00%,122.40,1.28
all_domains,gripper,random,lstm,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,135.00,0.00,33.33%,0.00%,100.00%,0.00%,77.44,4.40,0.00%,0.00%,100.00%,0.00%,308.50,2.12
all_domains,logistics,random,lstm,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,18.52%,5.24%,100.00%,0.00%,119.00,1.69,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,random,lstm,state,128,pooled,3,45.83%,3.40%,100.00%,0.00%,102.60,3.39,78.38%,2.21%,100.00%,0.00%,22.56,0.60,4.57%,3.25%,100.00%,0.00%,349.04,29.80
all_domains,blocks,random,lstm,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,64.67,11.81,0.00%,0.00%,100.00%,0.00%,18.00,2.88,0.00%,0.00%,100.00%,0.00%,117.83,5.76
all_domains,gripper,random,lstm,delta,128,pooled,3,66.67%,47.14%,100.00%,0.00%,82.33,37.28,44.44%,15.71%,100.00%,0.00%,45.56,25.05,35.42%,28.11%,100.00%,0.00%,240.69,59.54
all_domains,logistics,random,lstm,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,18.52%,13.86%,100.00%,0.00%,119.37,12.38,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,random,lstm,delta,128,pooled,3,51.39%,3.93%,100.00%,0.00%,108.01,7.03,70.27%,0.00%,100.00%,0.00%,25.18,0.87,16.13%,14.16%,100.00%,0.00%,332.24,70.37
all_domains,blocks,random,xgboost,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,26.67,0.00,0.00%,0.00%,100.00%,0.00%,125.00,0.00
all_domains,gripper,random,xgboost,state,128,pooled,3,100.00%,0.00%,100.00%,0.00%,44.00,0.00,66.67%,0.00%,100.00%,0.00%,46.00,0.00,87.50%,0.00%,100.00%,0.00%,136.12,0.00
all_domains,logistics,random,xgboost,state,128,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,11.11%,0.00%,100.00%,0.00%,117.22,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,random,xgboost,state,128,pooled,3,75.00%,0.00%,100.00%,0.00%,34.46,0.00,100.00%,0.00%,100.00%,0.00%,10.76,0.00,81.28%,0.00%,100.00%,0.00%,99.25,0.00
all_domains,blocks,random,xgboost,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,100.00,0.00,0.00%,0.00%,100.00%,0.00%,30.00,0.00,0.00%,0.00%,100.00%,0.00%,125.00,0.00
all_domains,gripper,random,xgboost,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,135.00,0.00,33.33%,0.00%,100.00%,0.00%,73.67,0.00,0.00%,0.00%,100.00%,0.00%,310.00,0.00
all_domains,logistics,random,xgboost,delta,128,pooled,3,0.00%,0.00%,100.00%,0.00%,150.00,0.00,0.00%,0.00%,100.00%,0.00%,123.00,0.00,0.00%,0.00%,100.00%,0.00%,293.33,0.00
all_domains,visitall-from-everywhere,random,xgboost,delta,128,pooled,3,75.00%,0.00%,100.00%,0.00%,84.79,0.00,75.68%,0.00%,100.00%,0.00%,23.00,0.00,77.63%,0.00%,100.00%,0.00%,178.03,0.00
