Regime,Seed,Domain,Tokenizer,Model,Mode,Embedding Dim,Fit Strategy,Val Solved,Val Exec,Val Avg Plan Len,Val Num Problems,Interp Solved,Interp Exec,Interp Avg Plan Len,Interp Num Problems,Extrap Solved,Extrap Exec,Extrap Avg Plan Len,Extrap Num Problems
all_domains,13,logistics,random,lstm,delta,128,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,113.11,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,random,lstm,delta,128,pooled,54.17%,100.00%,104.92,24,70.27%,100.00%,24.68,37,4.57%,100.00%,400.44,219
all_domains,13,blocks,random,xgboost,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,26.67,3,0.00%,100.00%,125.00,20
all_domains,13,gripper,random,xgboost,state,128,pooled,100.00%,100.00%,44.00,2,66.67%,100.00%,46.00,3,87.50%,100.00%,136.12,16
all_domains,13,logistics,random,xgboost,state,128,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,117.22,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,random,xgboost,state,128,pooled,75.00%,100.00%,34.46,24,100.00%,100.00%,10.76,37,81.28%,100.00%,99.25,219
all_domains,13,blocks,random,xgboost,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,30.00,3,0.00%,100.00%,125.00,20
all_domains,13,gripper,random,xgboost,delta,128,pooled,0.00%,100.00%,135.00,2,33.33%,100.00%,73.67,3,0.00%,100.00%,310.00,16
all_domains,13,logistics,random,xgboost,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,123.00,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,random,xgboost,delta,128,pooled,75.00%,100.00%,84.79,24,75.68%,100.00%,23.00,37,77.63%,100.00%,178.03,219
all_domains,23,blocks,wl,lstm,state,1164,union,0.00%,100.00%,100.00,3,100.00%,100.00%,13.33,3,25.00%,100.00%,116.30,20
all_domains,23,gripper,wl,lstm,state,1164,union,100.00%,100.00%,35.00,2,100.00%,100.00%,16.33,3,12.50%,100.00%,295.25,16
all_domains,23,logistics,wl,lstm,state,1164,union,0.00%,100.00%,150.00,4,33.33%,100.00%,99.67,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,wl,lstm,state,1164,union,100.00%,100.00%,19.29,24,100.00%,100.00%,9.14,37,98.17%,100.00%,66.36,219
all_domains,23,blocks,wl,lstm,delta,1164,union,33.33%,100.00%,86.67,3,100.00%,100.00%,13.33,3,10.00%,100.00%,102.30,20
all_domains,23,gripper,wl,lstm,delta,1164,union,100.00%,100.00%,45.00,2,100.00%,100.00%,21.00,3,81.25%,100.00%,181.06,16
all_domains,23,logistics,wl,lstm,delta,1164,union,0.00%,100.00%,150.00,4,11.11%,100.00%,125.56,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,wl,lstm,delta,1164,union,100.00%,100.00%,18.96,24,100.00%,100.00%,8.54,37,98.17%,100.00%,77.28,219
all_domains,23,blocks,wl,xgboost,state,1164,union,100.00%,100.00%,25.33,3,100.00%,100.00%,12.67,3,30.00%,100.00%,108.50,20
all_domains,23,gripper,wl,xgboost,state,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,88.33,3,0.00%,100.00%,310.00,16
all_domains,23,logistics,wl,xgboost,state,1164,union,0.00%,100.00%,150.00,4,22.22%,100.00%,111.78,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,wl,xgboost,state,1164,union,100.00%,100.00%,19.12,24,100.00%,100.00%,8.76,37,21.46%,100.00%,391.70,219
all_domains,23,blocks,wl,xgboost,delta,1164,union,66.67%,100.00%,44.67,3,100.00%,100.00%,12.67,3,60.00%,100.00%,77.10,20
all_domains,23,gripper,wl,xgboost,delta,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,90.33,3,0.00%,100.00%,292.94,16
all_domains,23,logistics,wl,xgboost,delta,1164,union,0.00%,100.00%,150.00,4,22.22%,100.00%,122.89,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,wl,xgboost,delta,1164,union,100.00%,100.00%,18.83,24,100.00%,100.00%,8.68,37,100.00%,100.00%,61.37,219
all_domains,23,blocks,simhash,lstm,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,73.33,3,0.00%,100.00%,125.00,20
all_domains,23,gripper,simhash,lstm,state,128,pooled,50.00%,100.00%,85.50,2,33.33%,100.00%,46.00,3,75.00%,100.00%,142.12,16
all_domains,23,logistics,simhash,lstm,state,128,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,132.89,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,simhash,lstm,state,128,pooled,83.33%,100.00%,57.21,24,97.30%,100.00%,14.38,37,36.07%,100.00%,400.11,219
all_domains,23,blocks,simhash,lstm,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,100.00,3,0.00%,100.00%,120.50,20
all_domains,23,gripper,simhash,lstm,delta,128,pooled,50.00%,100.00%,32.50,2,33.33%,100.00%,50.33,3,25.00%,100.00%,237.25,16
all_domains,23,logistics,simhash,lstm,delta,128,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,130.89,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,simhash,lstm,delta,128,pooled,41.67%,100.00%,106.92,24,70.27%,100.00%,26.62,37,5.94%,100.00%,411.10,219
all_domains,23,blocks,simhash,xgboost,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,86.00,3,0.00%,100.00%,125.00,20
all_domains,23,gripper,simhash,xgboost,state,128,pooled,50.00%,100.00%,84.50,2,66.67%,100.00%,45.33,3,18.75%,100.00%,271.56,16
all_domains,23,logistics,simhash,xgboost,state,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,109.44,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,simhash,xgboost,state,128,pooled,66.67%,100.00%,57.21,24,81.08%,100.00%,17.46,37,27.85%,100.00%,409.42,219
all_domains,23,blocks,simhash,xgboost,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,38.67,3,0.00%,100.00%,123.00,20
all_domains,23,gripper,simhash,xgboost,delta,128,pooled,50.00%,100.00%,52.00,2,33.33%,100.00%,73.67,3,37.50%,100.00%,246.69,16
all_domains,23,logistics,simhash,xgboost,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,136.67,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,simhash,xgboost,delta,128,pooled,45.83%,100.00%,102.83,24,70.27%,100.00%,25.70,37,6.39%,100.00%,439.26,219
all_domains,23,blocks,shortest_path,lstm,state,55,pooled,0.00%,100.00%,22.67,3,0.00%,100.00%,10.67,3,0.00%,100.00%,114.50,20
all_domains,23,gripper,shortest_path,lstm,state,55,pooled,0.00%,100.00%,135.00,2,66.67%,100.00%,48.00,3,0.00%,100.00%,310.00,16
all_domains,23,logistics,shortest_path,lstm,state,55,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,112.00,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,shortest_path,lstm,state,55,pooled,100.00%,100.00%,19.29,24,100.00%,100.00%,9.14,37,100.00%,100.00%,61.68,219
all_domains,23,blocks,shortest_path,lstm,delta,55,pooled,0.00%,100.00%,16.00,3,0.00%,100.00%,11.33,3,0.00%,100.00%,93.40,20
all_domains,23,gripper,shortest_path,lstm,delta,55,pooled,50.00%,100.00%,41.00,2,66.67%,100.00%,34.33,3,6.25%,100.00%,291.56,16
all_domains,23,logistics,shortest_path,lstm,delta,55,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,111.78,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,shortest_path,lstm,delta,55,pooled,87.50%,100.00%,27.67,24,100.00%,100.00%,9.65,37,97.72%,100.00%,78.37,219
all_domains,23,blocks,shortest_path,xgboost,state,55,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,29.33,3,0.00%,100.00%,50.60,20
all_domains,23,gripper,shortest_path,xgboost,state,55,pooled,100.00%,100.00%,37.00,2,66.67%,100.00%,46.67,3,62.50%,100.00%,166.25,16
all_domains,23,logistics,shortest_path,xgboost,state,55,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,111.56,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,shortest_path,xgboost,state,55,pooled,100.00%,100.00%,18.83,24,100.00%,100.00%,8.97,37,96.80%,100.00%,72.19,219
all_domains,23,blocks,shortest_path,xgboost,delta,55,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,28.67,3,0.00%,100.00%,106.40,20
all_domains,23,gripper,shortest_path,xgboost,delta,55,pooled,50.00%,100.00%,124.50,2,100.00%,100.00%,19.00,3,0.00%,100.00%,214.75,16
all_domains,23,logistics,shortest_path,xgboost,delta,55,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,133.67,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,shortest_path,xgboost,delta,55,pooled,100.00%,100.00%,18.83,24,100.00%,100.00%,8.51,37,100.00%,100.00%,61.21,219
all_domains,23,blocks,graphbpe,lstm,state,123,pooled,0.00%,100.00%,100.00,3,66.67%,100.00%,42.00,3,0.00%,100.00%,125.00,20
all_domains,23,gripper,graphbpe,lstm,state,123,pooled,100.00%,100.00%,39.00,2,100.00%,100.00%,21.00,3,100.00%,100.00%,109.00,16
all_domains,23,logistics,graphbpe,lstm,state,123,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,124.67,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,graphbpe,lstm,state,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,23,blocks,graphbpe,lstm,delta,123,pooled,0.00%,100.00%,69.33,3,66.67%,100.00%,46.67,3,0.00%,100.00%,89.20,20
all_domains,23,gripper,graphbpe,lstm,delta,123,pooled,100.00%,100.00%,45.00,2,100.00%,100.00%,21.00,3,75.00%,100.00%,196.75,16
all_domains,23,logistics,graphbpe,lstm,delta,123,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,124.67,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,graphbpe,lstm,delta,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,23,blocks,graphbpe,xgboost,state,123,pooled,0.00%,100.00%,64.67,3,66.67%,100.00%,15.33,3,0.00%,100.00%,109.30,20
all_domains,23,gripper,graphbpe,xgboost,state,123,pooled,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
all_domains,23,logistics,graphbpe,xgboost,state,123,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,117.11,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,graphbpe,xgboost,state,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,23,blocks,graphbpe,xgboost,delta,123,pooled,0.00%,100.00%,82.00,3,100.00%,100.00%,18.00,3,0.00%,100.00%,101.90,20
all_domains,23,gripper,graphbpe,xgboost,delta,123,pooled,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
all_domains,23,logistics,graphbpe,xgboost,delta,123,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,117.11,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,graphbpe,xgboost,delta,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,23,blocks,random,lstm,state,128,pooled,0.00%,100.00%,82.67,3,0.00%,100.00%,82.00,3,0.00%,100.00%,124.20,20
all_domains,23,gripper,random,lstm,state,128,pooled,0.00%,100.00%,135.00,2,33.33%,100.00%,74.33,3,0.00%,100.00%,305.50,16
all_domains,23,logistics,random,lstm,state,128,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,116.78,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,random,lstm,state,128,pooled,45.83%,100.00%,98.58,24,81.08%,100.00%,22.05,37,1.83%,100.00%,320.43,219
all_domains,23,blocks,random,lstm,delta,128,pooled,0.00%,100.00%,55.33,3,0.00%,100.00%,19.33,3,0.00%,100.00%,117.60,20
all_domains,23,gripper,random,lstm,delta,128,pooled,100.00%,100.00%,58.00,2,33.33%,100.00%,14.33,3,68.75%,100.00%,163.56,16
all_domains,23,logistics,random,lstm,delta,128,pooled,0.00%,100.00%,150.00,4,33.33%,100.00%,108.33,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,random,lstm,delta,128,pooled,45.83%,100.00%,101.38,24,70.27%,100.00%,24.46,37,7.76%,100.00%,360.91,219
all_domains,23,blocks,random,xgboost,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,26.67,3,0.00%,100.00%,125.00,20
all_domains,23,gripper,random,xgboost,state,128,pooled,100.00%,100.00%,44.00,2,66.67%,100.00%,46.00,3,87.50%,100.00%,136.12,16
all_domains,23,logistics,random,xgboost,state,128,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,117.22,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,random,xgboost,state,128,pooled,75.00%,100.00%,34.46,24,100.00%,100.00%,10.76,37,81.28%,100.00%,99.25,219
all_domains,23,blocks,random,xgboost,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,30.00,3,0.00%,100.00%,125.00,20
all_domains,23,gripper,random,xgboost,delta,128,pooled,0.00%,100.00%,135.00,2,33.33%,100.00%,73.67,3,0.00%,100.00%,310.00,16
all_domains,23,logistics,random,xgboost,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,123.00,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,random,xgboost,delta,128,pooled,75.00%,100.00%,84.79,24,75.68%,100.00%,23.00,37,77.63%,100.00%,178.03,219
all_domains,37,blocks,wl,lstm,state,1164,union,0.00%,100.00%,100.00,3,100.00%,100.00%,14.00,3,15.00%,100.00%,123.10,20
all_domains,37,gripper,wl,lstm,state,1164,union,0.00%,100.00%,135.00,2,100.00%,100.00%,21.67,3,0.00%,100.00%,310.00,16
all_domains,37,logistics,wl,lstm,state,1164,union,0.00%,100.00%,150.00,4,66.67%,100.00%,83.22,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,wl,lstm,state,1164,union,100.00%,100.00%,18.83,24,100.00%,100.00%,9.14,37,61.64%,100.00%,325.32,219
all_domains,37,blocks,wl,lstm,delta,1164,union,33.33%,100.00%,92.67,3,100.00%,100.00%,17.33,3,10.00%,100.00%,105.10,20
all_domains,37,gripper,wl,lstm,delta,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,85.00,3,0.00%,100.00%,310.00,16
all_domains,37,logistics,wl,lstm,delta,1164,union,0.00%,100.00%,150.00,4,11.11%,100.00%,129.22,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,wl,lstm,delta,1164,union,100.00%,100.00%,18.88,24,100.00%,100.00%,8.49,37,97.26%,100.00%,73.68,219
all_domains,37,blocks,wl,xgboost,state,1164,union,100.00%,100.00%,25.33,3,100.00%,100.00%,12.67,3,30.00%,100.00%,108.50,20
all_domains,37,gripper,wl,xgboost,state,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,88.33,3,0.00%,100.00%,310.00,16
all_domains,37,logistics,wl,xgboost,state,1164,union,0.00%,100.00%,150.00,4,22.22%,100.00%,111.78,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,wl,xgboost,state,1164,union,100.00%,100.00%,19.12,24,100.00%,100.00%,8.76,37,21.46%,100.00%,391.70,219
all_domains,37,blocks,wl,xgboost,delta,1164,union,66.67%,100.00%,44.67,3,100.00%,100.00%,12.67,3,60.00%,100.00%,77.10,20
all_domains,37,gripper,wl,xgboost,delta,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,90.33,3,0.00%,100.00%,292.94,16
all_domains,37,logistics,wl,xgboost,delta,1164,union,0.00%,100.00%,150.00,4,22.22%,100.00%,122.89,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,wl,xgboost,delta,1164,union,100.00%,100.00%,18.83,24,100.00%,100.00%,8.68,37,100.00%,100.00%,61.37,219
all_domains,37,blocks,simhash,lstm,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,79.33,3,0.00%,100.00%,125.00,20
all_domains,37,gripper,simhash,lstm,state,128,pooled,0.00%,100.00%,135.00,2,66.67%,100.00%,56.00,3,75.00%,100.00%,142.12,16
all_domains,37,logistics,simhash,lstm,state,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,130.00,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,simhash,lstm,state,128,pooled,83.33%,100.00%,57.21,24,97.30%,100.00%,14.22,37,42.47%,100.00%,398.93,219
all_domains,37,blocks,simhash,lstm,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,100.00,3,0.00%,100.00%,120.50,20
all_domains,37,gripper,simhash,lstm,delta,128,pooled,50.00%,100.00%,32.50,2,33.33%,100.00%,23.00,3,25.00%,100.00%,239.25,16
all_domains,37,logistics,simhash,lstm,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,136.67,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,simhash,lstm,delta,128,pooled,37.50%,100.00%,106.38,24,67.57%,100.00%,27.08,37,7.76%,100.00%,416.75,219
all_domains,37,blocks,simhash,xgboost,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,86.00,3,0.00%,100.00%,125.00,20
all_domains,37,gripper,simhash,xgboost,state,128,pooled,50.00%,100.00%,84.50,2,66.67%,100.00%,45.33,3,18.75%,100.00%,271.56,16
all_domains,37,logistics,simhash,xgboost,state,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,109.44,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,simhash,xgboost,state,128,pooled,66.67%,100.00%,57.21,24,81.08%,100.00%,17.46,37,27.85%,100.00%,409.42,219
all_domains,37,blocks,simhash,xgboost,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,38.67,3,0.00%,100.00%,123.00,20
all_domains,37,gripper,simhash,xgboost,delta,128,pooled,50.00%,100.00%,52.00,2,33.33%,100.00%,73.67,3,37.50%,100.00%,246.69,16
all_domains,37,logistics,simhash,xgboost,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,136.67,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,simhash,xgboost,delta,128,pooled,45.83%,100.00%,102.83,24,70.27%,100.00%,25.70,37,6.39%,100.00%,439.26,219
all_domains,37,blocks,shortest_path,lstm,state,55,pooled,0.00%,100.00%,55.33,3,0.00%,100.00%,11.33,3,0.00%,100.00%,114.60,20
all_domains,37,gripper,shortest_path,lstm,state,55,pooled,0.00%,100.00%,135.00,2,100.00%,100.00%,20.33,3,0.00%,100.00%,310.00,16
all_domains,37,logistics,shortest_path,lstm,state,55,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,112.22,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,shortest_path,lstm,state,55,pooled,100.00%,100.00%,19.29,24,100.00%,100.00%,9.14,37,100.00%,100.00%,61.68,219
all_domains,37,blocks,shortest_path,lstm,delta,55,pooled,0.00%,100.00%,15.33,3,0.00%,100.00%,12.00,3,0.00%,100.00%,48.70,20
all_domains,37,gripper,shortest_path,lstm,delta,55,pooled,100.00%,100.00%,29.00,2,33.33%,100.00%,23.00,3,0.00%,100.00%,166.88,16
all_domains,37,logistics,shortest_path,lstm,delta,55,pooled,0.00%,100.00%,150.00,4,33.33%,100.00%,100.78,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,shortest_path,lstm,delta,55,pooled,100.00%,100.00%,24.33,24,100.00%,100.00%,8.86,37,100.00%,100.00%,138.05,219
all_domains,37,blocks,shortest_path,xgboost,state,55,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,29.33,3,0.00%,100.00%,50.60,20
all_domains,37,gripper,shortest_path,xgboost,state,55,pooled,100.00%,100.00%,37.00,2,66.67%,100.00%,46.67,3,62.50%,100.00%,166.25,16
all_domains,37,logistics,shortest_path,xgboost,state,55,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,111.56,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,shortest_path,xgboost,state,55,pooled,100.00%,100.00%,18.83,24,100.00%,100.00%,8.97,37,96.80%,100.00%,72.19,219
all_domains,37,blocks,shortest_path,xgboost,delta,55,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,28.67,3,0.00%,100.00%,106.40,20
all_domains,37,gripper,shortest_path,xgboost,delta,55,pooled,50.00%,100.00%,124.50,2,100.00%,100.00%,19.00,3,0.00%,100.00%,214.75,16
all_domains,37,logistics,shortest_path,xgboost,delta,55,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,133.67,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,shortest_path,xgboost,delta,55,pooled,100.00%,100.00%,18.83,24,100.00%,100.00%,8.51,37,100.00%,100.00%,61.21,219
all_domains,37,blocks,graphbpe,lstm,state,123,pooled,0.00%,100.00%,99.33,3,100.00%,100.00%,19.33,3,0.00%,100.00%,118.70,20
all_domains,37,gripper,graphbpe,lstm,state,123,pooled,100.00%,100.00%,39.00,2,100.00%,100.00%,21.00,3,100.00%,100.00%,109.00,16
all_domains,37,logistics,graphbpe,lstm,state,123,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,124.67,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,graphbpe,lstm,state,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,37,blocks,graphbpe,lstm,delta,123,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,12.67,3,0.00%,100.00%,125.00,20
all_domains,37,gripper,graphbpe,lstm,delta,123,pooled,100.00%,100.00%,39.00,2,100.00%,100.00%,21.00,3,93.75%,100.00%,127.81,16
all_domains,37,logistics,graphbpe,lstm,delta,123,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,124.67,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,graphbpe,lstm,delta,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,37,blocks,graphbpe,xgboost,state,123,pooled,0.00%,100.00%,61.33,3,66.67%,100.00%,15.33,3,0.00%,100.00%,107.70,20
all_domains,37,gripper,graphbpe,xgboost,state,123,pooled,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
all_domains,37,logistics,graphbpe,xgboost,state,123,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,117.11,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,graphbpe,xgboost,state,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,37,blocks,graphbpe,xgboost,delta,123,pooled,0.00%,100.00%,93.33,3,100.00%,100.00%,16.67,3,0.00%,100.00%,106.10,20
all_domains,37,gripper,graphbpe,xgboost,delta,123,pooled,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
all_domains,37,logistics,graphbpe,xgboost,delta,123,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,117.11,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,graphbpe,xgboost,delta,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,37,blocks,random,lstm,state,128,pooled,0.00%,100.00%,64.67,3,0.00%,100.00%,82.00,3,0.00%,100.00%,121.30,20
all_domains,37,gripper,random,lstm,state,128,pooled,0.00%,100.00%,135.00,2,33.33%,100.00%,74.33,3,0.00%,100.00%,310.00,16
all_domains,37,logistics,random,lstm,state,128,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,119.33,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,random,lstm,state,128,pooled,50.00%,100.00%,106.88,24,75.68%,100.00%,22.22,37,9.13%,100.00%,390.14,219
all_domains,37,blocks,random,lstm,delta,128,pooled,0.00%,100.00%,57.33,3,0.00%,100.00%,14.00,3,0.00%,100.00%,110.90,20
all_domains,37,gripper,random,lstm,delta,128,pooled,0.00%,100.00%,135.00,2,33.33%,100.00%,75.67,3,0.00%,100.00%,308.50,16
all_domains,37,logistics,random,lstm,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,136.67,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,random,lstm,delta,128,pooled,54.17%,100.00%,117.75,24,70.27%,100.00%,26.41,37,36.07%,100.00%,235.37,219
all_domains,37,blocks,random,xgboost,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,26.67,3,0.00%,100.00%,125.00,20
all_domains,37,gripper,random,xgboost,state,128,pooled,100.00%,100.00%,44.00,2,66.67%,100.00%,46.00,3,87.50%,100.00%,136.12,16
all_domains,37,logistics,random,xgboost,state,128,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,117.22,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,random,xgboost,state,128,pooled,75.00%,100.00%,34.46,24,100.00%,100.00%,10.76,37,81.28%,100.00%,99.25,219
all_domains,37,blocks,random,xgboost,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,30.00,3,0.00%,100.00%,125.00,20
all_domains,37,gripper,random,xgboost,delta,128,pooled,0.00%,100.00%,135.00,2,33.33%,100.00%,73.67,3,0.00%,100.00%,310.00,16
all_domains,37,logistics,random,xgboost,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,123.00,9,0.00%,100.00%,293.33,18
all_domains,37,visitall-from-everywhere,random,xgboost,delta,128,pooled,75.00%,100.00%,84.79,24,75.68%,100.00%,23.00,37,77.63%,100.00%,178.03,219
