baseline,domain,split,problem,status,returncode,timeout_sec,solved,nodes_expanded,plan_len,search_time_sec
astar:lmcut,blocks,test-extrapolation,probBLOCKS-10-0.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-10-1.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-10-2.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-11-0.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-11-1.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-11-2.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-12-0.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-12-1.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-13-0.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-13-1.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-14-0.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-14-1.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-15-0.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-15-1.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-16-1.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-16-2.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-17-0.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-9-0.pddl,timeout,,20,False,,,
astar:lmcut,blocks,test-extrapolation,probBLOCKS-9-1.pddl,solved,0,20,True,355,28,8.7
astar:lmcut,blocks,test-extrapolation,probBLOCKS-9-2.pddl,solved,0,20,True,616,26,1.5
astar:lmcut,blocks,test-interpolation,probBLOCKS-5-0.pddl,solved,0,20,True,19,12,0.047
astar:lmcut,blocks,test-interpolation,probBLOCKS-5-1.pddl,solved,0,20,True,18,10,0.062
astar:lmcut,blocks,test-interpolation,probBLOCKS-5-2.pddl,solved,0,20,True,42,16,0.12
astar:lmcut,gripper,test-extrapolation,prob05.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob06.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob07.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob08.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob09.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob10.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob11.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob12.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob13.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob14.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob15.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob16.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob17.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob18.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob19.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-extrapolation,prob20.pddl,timeout,,20,False,,,
astar:lmcut,gripper,test-interpolation,balls03.pddl,solved,0,20,True,48,9,0.062
astar:lmcut,gripper,test-interpolation,balls05.pddl,solved,0,20,True,606,15,1.5
astar:lmcut,gripper,test-interpolation,balls07.pddl,solved,0,20,True,4531,21,1.9
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-10-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-10-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-11-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-11-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-12-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-12-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-13-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-13-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-14-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-14-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-15-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-15-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-7-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-7-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-8-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-8-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-9-0.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-extrapolation,probLOGISTICS-9-1.pddl,timeout,,20,False,,,
astar:lmcut,logistics,test-interpolation,p04g02-1.pddl,solved,0,20,True,6,5,0.0
astar:lmcut,logistics,test-interpolation,p04g02-2.pddl,solved,0,20,True,4,3,0.016
astar:lmcut,logistics,test-interpolation,p04g02-3.pddl,solved,0,20,True,17,10,0.031
astar:lmcut,logistics,test-interpolation,p04g04-1.pddl,solved,0,20,True,233,18,1.7
astar:lmcut,logistics,test-interpolation,p04g04-2.pddl,solved,0,20,True,9,8,0.047
astar:lmcut,logistics,test-interpolation,p04g04-3.pddl,solved,0,20,True,48,16,0.34
astar:lmcut,logistics,test-interpolation,probLOGISTICS-4-0.pddl,solved,0,20,True,76,20,0.75
astar:lmcut,logistics,test-interpolation,probLOGISTICS-4-1.pddl,solved,0,20,True,194,19,1.8
astar:lmcut,logistics,test-interpolation,probLOGISTICS-4-2.pddl,solved,0,20,True,53,15,0.34
astar:lmcut,visitall-from-everywhere,test-extrapolation,w02h11-01.pddl,solved,0,20,True,1082,21,5.7
astar:lmcut,visitall-from-everywhere,test-extrapolation,w02h11-02.pddl,solved,0,20,True,1162,21,6.2
astar:lmcut,visitall-from-everywhere,test-extrapolation,w02h11-03.pddl,solved,0,20,True,926,21,4.7
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h07-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h07-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h07-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h08-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h08-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h08-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h09-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h09-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h09-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h10-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h10-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h10-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h11-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h11-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w03h11-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h06-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h06-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h06-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h07-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h07-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h07-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h08-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h08-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h08-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h09-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h09-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h09-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h10-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h10-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h10-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h11-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h11-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w04h11-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h05-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h05-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h05-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h06-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h06-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h06-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h07-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h07-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h07-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h08-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h08-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h08-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h09-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h09-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h09-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h10-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h10-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h10-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h11-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h11-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w05h11-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h04-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h04-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h04-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h05-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h05-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h05-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h06-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h06-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h06-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h07-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h07-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h07-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h08-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h08-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h08-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h09-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h09-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h09-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h10-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h10-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h10-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h11-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h11-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w06h11-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h03-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h03-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h03-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h04-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h04-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h04-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h05-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h05-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h05-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h06-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h06-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h06-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h07-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h07-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h07-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h08-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h08-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h08-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h09-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h09-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h09-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h10-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h10-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h10-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h11-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h11-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w07h11-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h03-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h03-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h03-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h04-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h04-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h04-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h05-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h05-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h05-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h06-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h06-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h06-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h07-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h07-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h07-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h08-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h08-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h08-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h09-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h09-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h09-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h10-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h10-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h10-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h11-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h11-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w08h11-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h03-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h03-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h03-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h04-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h04-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h04-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h05-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h05-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h05-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h06-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h06-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h06-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h07-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h07-02.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h07-03.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h08-01.pddl,timeout,,20,False,,,
astar:lmcut,visitall-from-everywhere,test-extrapolation,w09h08-02.pddl,timeout,,20,False,,,
